Allocation_Subcategory,City,College,Gift_Allocation,Amount,Year,Major,Prospect ID,State
BIZ,Denver,ART,Scholarship,11098.5,2015,Art Education,3191,CO
COM,Denver,NAT,Scholarship,20353.5,2015,Statistics,3216,CO
DIV,Denver,AGR,Endowment,7785,2015,Animal Science,1337,CO
DIV,Denver,COM,Endowment,696,2015,Journalism,1619,CO
DIV,Denver,MUS,Endowment,12184.5,2015,Music Performance,3065,CO
DIV,Denver,NAT,Endowment,517.5,2015,"Mathematics, Advanced",1632,CO
DIV,Denver,NUR,Endowment,5401.5,2015,Prenursing,3097,CO
DIV,Denver,SOC,Endowment,280.5,2015,Sociology,2215,CO
FCE,Denver,AGR,Endowment,14893.5,2015,Animal Science,2781,CO
FCE,Denver,AGR,Endowment,10906.5,2015,Environmental Studies and Agriscience,1547,CO
FCE,Denver,ART,Endowment,6216,2015,Interdisciplinary Humanities,3127,CO
FCE,Denver,ART,Endowment,13741.5,2015,Art History and Visual Culture,1634,CO
FCE,Denver,ART,Endowment,13408.5,2015,Chinese,1588,CO
FCE,Denver,BIZ,Endowment,12567,2015,Supply Chain Management,2235,CO
FCE,Denver,ENG,Endowment,2350.5,2015,Electrical Engineering,1599,CO
HON,Denver,AGR,Campus_Resource,10951.5,2015,Horticulture,3207,CO
HON,Denver,EDU,Campus_Resource,12591,2015,Special Education-Learning Disabilities,3141,CO
ISF,Denver,NAT,Scholarship,3829.5,2015,Environmental Biology/Microbiology,1607,CO
LIB,Denver,AGR,Campus_Resource,16510.5,2015,Environmental Economics and Policy,3053,CO
MSF,Denver,ART,Scholarship,13494,2015,Linguistics,3122,CO
MSF,Denver,ENG,Scholarship,8088,2015,Biosystems Engineering,2195,CO
MSM,Denver,SOC,Campus_Resource,4381.5,2015,Interdisciplinary Studies in Social Science - Social Science Education,1615,CO
NAT,Denver,AGR,Scholarship,829.5,2015,Agribusiness Management,2617,CO
NAT,Denver,NUR,Scholarship,5706,2015,Summer Research Program,1610,CO
NUR,Denver,BIZ,Scholarship,16951.5,2015,General Management,3096,CO
RCR,Denver,ART,Campus_Resource,9199.5,2015,Studio Art,3045,CO
RCR,Denver,ART,Campus_Resource,5980.5,2015,Humanities-Prelaw,2741,CO
RCR,Denver,NAT,Campus_Resource,1056,2015,Chemistry,2174,CO
RCR,Denver,SOC,Campus_Resource,4636.5,2015,Political Science-Prelaw,3128,CO
TST,Denver,ENG,Endowment,2470.5,2015,Mechanical Engineering,3091,CO
TST,Denver,NAT,Endowment,5088,2015,Environmental Biology/Plant Biol,3251,CO
TST,Denver,SOC,Endowment,18682.5,2015,Criminal Justice,3029,CO
ANN,Des_Moines,AGR,Endowment,1587,2015,Nutritional Sciences,1603,IA
DIV,Des_Moines,ENG,Endowment,31,2015,Biosystems Engineering,3319,IA
AGR,Detroit,AGR,Scholarship,3485,2015,Animal Science,2635,MI
AGR,Detroit,SOC,Scholarship,3354,2015,Public Policy,2141,MI
ANN,Detroit,NUR,Endowment,8298,2015,Summer Research Program,1568,MI
ART,Detroit,ART,Scholarship,8816,2015,Spanish,1532,MI
ENG,Detroit,AGR,Scholarship,6345,2015,Fisheries and Wildlife,1566,MI
FCE,Detroit,AGR,Endowment,6345,2015,Fisheries and Wildlife,1566,MI
ISF,Detroit,NUR,Scholarship,9117,2015,Summer Research Program,1626,MI
MUS,Detroit,ART,Scholarship,8816,2015,Spanish,1532,MI
MUS,Detroit,POL,Scholarship,2226,2015,College of Political Science,1336,MI
TST,Detroit,AGR,Endowment,9990,2015,Food Science,1583,MI
TST,Detroit,NUR,Endowment,8298,2015,Summer Research Program,1568,MI
TST,Detroit,SOC,Endowment,8264,2015,Anthropology,3303,MI
VET,Detroit,AGR,Scholarship,9813,2015,Agriculture and Natural Resources-No Preference,2782,MI
AGR,Durham,NAT,Scholarship,8323,2015,Actuarial Science,2139,NC
ATH,Durham,SOC,Campus_Resource,4607,2015,Economics,1511,NC
EDU,Durham,SOC,Scholarship,4607,2015,Economics,1511,NC
ENG,Durham,MUS,Scholarship,1362,2015,Music,2620,NC
FCE,Durham,SOC,Endowment,13548,2015,Geography,3277,NC
ISF,Durham,ART,Scholarship,6813,2015,Professional Writing,2213,NC
AGR,El_Paso,NAT,Scholarship,9145,2015,Earth Science Interdepartmental,1535,TX
DIV,El_Paso,SOC,Endowment,9446,2015,Anthropology,3299,TX
TST,El_Paso,NAT,Endowment,9145,2015,Earth Science Interdepartmental,1535,TX
ISF,Eugene,COM,Scholarship,8290,2015,Journalism,1587,OR
LIB,Eugene,MUS,Campus_Resource,7301,2015,Composition,2151,OR
ANN,Fort_Lauderdale,NAT,Endowment,4018,2015,Physical Science Interdepartmental,1623,FL
NAT,Fort_Lauderdale,AGR,Scholarship,3896,2015,Packaging,1591,FL
ART,Fresno,AGR,Scholarship,2300,2015,Natural Resource Recreation and Tourism,1539,CA
NAT,Fresno,ART,Scholarship,6638,2015,Chinese,2193,CA
TST,Fresno,AGR,Endowment,2300,2015,Natural Resource Recreation and Tourism,1539,CA
TST,Fresno,NAT,Endowment,6317,2015,Geological Sciences,1376,CA
ANN,Grand_Rapids,NAT,Endowment,9407,2015,Earth Science Interdepartmental,3083,MI
DIV,Grand_Rapids,ENG,Endowment,12768,2015,Mechanical Engineering,3105,MI
FCE,Grand_Rapids,SOC,Endowment,9425,2015,Human Development and Family Studies,3072,MI
ANN,Hartford,AGR,Endowment,1871,2015,Packaging,2143,CT
BIZ,Hartford,NAT,Scholarship,9600,2015,Astrophysics,1541,CT
DIV,Hartford,POL,Endowment,5163,2015,Comparative Cultures and Politics,1555,CT
DIV,Hartford,SOC,Endowment,100,2015,Urban and Regional Planning,2171,CT
MSM,Hartford,SOC,Campus_Resource,11107,2015,Social Work,3087,CT
NAT,Hartford,POL,Scholarship,5163,2015,Comparative Cultures and Politics,1555,CT
RCR,Hartford,ENG,Campus_Resource,1105,2015,Biosystems Engineering,1633,CT
TST,Hartford,AGR,Endowment,3115,2015,Agribusiness Management,2176,CT
TST,Hartford,NAT,Endowment,9600,2015,Astrophysics,1541,CT
TST,Henderson,NAT,Endowment,5085,2015,Predental,1517,NV
AGR,Houston,ENG,Scholarship,8893,2015,Applied Engineering Sciences,1596,TX
ANN,Houston,ENG,Endowment,7490,2015,Materials Science and Engineering,2138,TX
ANN,Houston,SOC,Endowment,7169,2015,History,3227,TX
ART,Houston,SOC,Scholarship,6051,2015,World Politics,1506,TX
DIV,Houston,ART,Endowment,3947,2015,Interdisciplinary Humanities,2187,TX
DIV,Houston,NAT,Endowment,4840,2015,Actuarial Science,2175,TX
ENG,Houston,NAT,Scholarship,15052,2015,Astrophysics,3279,TX
LIB,Houston,SOC,Campus_Resource,6051,2015,World Politics,1506,TX
LIB,Houston,SOC,Campus_Resource,15222,2015,Interdisciplinary Studies in Social Science,3237,TX
MSF,Houston,ART,Scholarship,1411,2015,Apparel and Textile Design,2136,TX
MSF,Houston,ART,Scholarship,6644,2015,Experience Architecture,2749,TX
MSF,Houston,ENG,Scholarship,12183,2015,Computer Engineering,3043,TX
NAT,Houston,MUS,Scholarship,1286,2015,Composition,3057,TX
TST,Houston,NAT,Endowment,4933,2015,Predental,3253,TX
NAT,Huntsville,NAT,Scholarship,1609,2015,Human Biology,2170,AL
RCR,Huntsville,SOC,Campus_Resource,1248,2015,Public Policy,3252,AL
ALM,Indianapolis,NAT,Campus_Resource,13683,2015,Biological Science Interdepartmental,3183,IN
ART,Indianapolis,ART,Scholarship,699,2015,Apparel and Textiles,1531,IN
ART,Indianapolis,NAT,Scholarship,5453,2015,Human Biology,1534,IN
ART,Indianapolis,NAT,Scholarship,9776,2015,Biological Science Interdepartmental,3256,IN
DIV,Indianapolis,AGR,Endowment,6664,2015,Nutritional Sciences,1630,IN
FCE,Indianapolis,ART,Endowment,699,2015,Apparel and Textiles,1531,IN
LIB,Indianapolis,NAT,Campus_Resource,12085,2015,Environmental Geosciences,3264,IN
MSF,Indianapolis,NAT,Scholarship,9306,2015,Zoology,2735,IN
TST,Indianapolis,NAT,Endowment,5453,2015,Human Biology,1534,IN
DIV,Jacksonville,SOC,Endowment,12688,2015,Global & Area Studies - Soc Sci,3161,FL
FCE,Jacksonville,SOC,Endowment,14915,2015,Psychology,3293,FL
NAT,Jacksonville,ART,Scholarship,7534,2015,Arts & Letters-General,3113,FL
TST,Jacksonville,COM,Endowment,9908,2015,Media and Information,1637,FL
AGR,Kansas_City,AGR,Scholarship,554,2015,Food Industry Management,1590,MO
ALM,Kansas_City,NAT,Campus_Resource,1503,2015,Microbiology,2736,MO
ALM,Kansas_City,SOC,Campus_Resource,8976,2015,Public Policy,1609,MO
ANN,Kansas_City,ART,Endowment,5574,2015,Interdisciplinary Humanities,2616,MO
ART,Kansas_City,AGR,Scholarship,383,2015,Animal Science,1530,MO
ART,Kansas_City,SOC,Scholarship,3139,2015,World Politics,3215,MO
COM,Kansas_City,POL,Scholarship,7582,2015,Political Theory and Constitutional Democracy,3084,MO
DIV,Kansas_City,COM,Endowment,600,2015,Journalism,1629,MO
DIV,Kansas_City,ENG,Endowment,4222,2015,Applied Engineering Sciences,2217,MO
EDU,Kansas_City,AGR,Scholarship,1818,2015,Fisheries and Wildlife,3071,MO
FCE,Kansas_City,AGR,Endowment,383,2015,Animal Science,1530,MO
FCE,Kansas_City,BIZ,Endowment,12361,2015,Finance,3176,MO
MUS,Kansas_City,NAT,Scholarship,6502,2015,Neuroscience,2218,MO
NAT,Kansas_City,NAT,Scholarship,1842,2015,"Mathematics, Advanced",3146,MO
NAT,Kansas_City,SOC,Scholarship,1885,2015,Psychology,3103,MO
TST,Kansas_City,EDU,Endowment,4036,2015,Athletic Training,3044,MO
ART,Knoxville,SOC,Scholarship,7181,2015,History,3184,TN
DIV,Knoxville,SOC,Endowment,1577,2015,Urban and Regional Planning,3077,TN
NAT,Knoxville,ENG,Scholarship,2918,2015,Materials Science and Engineering,2146,TN
PAR,Knoxville,ART,Campus_Resource,1316,2015,Spanish,3243,TN
ALM,Lansing,AGR,Campus_Resource,1599,2015,Interior Design,2234,MI
ANN,Lansing,BIZ,Endowment,5273,2015,Marketing,3283,MI
ANN,Lansing,SOC,Endowment,5550,2015,Political Science-Prelaw,1617,MI
ART,Lansing,ART,Scholarship,3915,2015,Women's and Gender Studies,2769,MI
ENG,Lansing,ART,Scholarship,5384,2015,Professional Writing,1314,MI
NAT,Lansing,ART,Scholarship,6612,2015,Japanese,3200,MI
NAT,Lansing,SOC,Scholarship,6953,2015,World Politics,3037,MI
ART,Las_Vegas,ART,Scholarship,8765,2015,Art History and Visual Culture,3036,NV
DIV,Las_Vegas,AGR,Endowment,6246,2015,Landscape Architecture,1564,NV
NAT,Las_Vegas,AGR,Scholarship,6246,2015,Landscape Architecture,1564,NV
TST,Las_Vegas,NAT,Endowment,15276,2015,Human Biology,3257,NV
ART,Lexington,ENG,Scholarship,936,2015,Environmental Engineering,3315,KY
DIV,Lexington,NAT,Endowment,11973,2015,"Mathematics, Advanced",3081,KY
DIV,Lexington,NAT,Endowment,5524,2015,Actuarial Science,1593,KY
FCE,Lexington,MUS,Endowment,9319,2015,Composition,3302,KY
ART,Lincoln,NAT,Scholarship,7123,2015,Predental,2745,NE
AGR,Little_Rock,ART,Scholarship,5158,2015,Arabic,1533,AR
ART,Little_Rock,AGR,Scholarship,7638,2015,Horticulture,3022,AR
EDU,Little_Rock,ART,Scholarship,5158,2015,Arabic,1533,AR
TST,Little_Rock,POL,Endowment,2414,2015,Comparative Cultures and Politics,1631,AR
ANN,Los_Angeles,AGR,Endowment,1624,2015,Landscape Architecture,1573,CA
ANN,Los_Angeles,SOC,Endowment,1563,2015,Human Development and Family Studies,1510,CA
ART,Los_Angeles,NUR,Scholarship,5779,2015,Summer Research Program,1311,CA
ATH,Los_Angeles,MUS,Campus_Resource,10028,2015,Music Performance,3138,CA
COM,Los_Angeles,NAT,Scholarship,4973,2015,Microbiology,3301,CA
COM,Los_Angeles,SOC,Scholarship,15125,2015,Anthropology,3224,CA
DIV,Los_Angeles,AGR,Endowment,5575,2015,Interior Design,1377,CA
DIV,Los_Angeles,BIZ,Endowment,5782,2015,General Management,1559,CA
DIV,Los_Angeles,BIZ,Endowment,9981,2015,Human Resource Management,2757,CA
EDU,Los_Angeles,SOC,Scholarship,1563,2015,Human Development and Family Studies,1510,CA
FCE,Los_Angeles,AGR,Endowment,1620,2015,Environmental Economics and Policy,1606,CA
FCE,Los_Angeles,ART,Endowment,6368,2015,Philosophy,3089,CA
HON,Los_Angeles,ENG,Campus_Resource,4462,2015,Mechanical Engineering,3205,CA
ISF,Los_Angeles,NAT,Scholarship,13610,2015,Biochemistry and Molecular Biology/Biotechnology,3150,CA
LIB,Los_Angeles,AGR,Campus_Resource,7699,2015,Food Industry Management,2742,CA
MSM,Los_Angeles,AGR,Campus_Resource,14552,2015,Natural Resource Recreation and Tourism,3219,CA
MSM,Los_Angeles,BIZ,Campus_Resource,4869,2015,Human Resource Management,2746,CA
MSM,Los_Angeles,NAT,Campus_Resource,4942,2015,Chemistry,3230,CA
NAT,Los_Angeles,ART,Scholarship,10687,2015,Linguistics,3101,CA
NAT,Los_Angeles,NAT,Scholarship,5375,2015,Environmental Geosciences,1328,CA
RCR,Los_Angeles,BIZ,Campus_Resource,5782,2015,General Management,1559,CA
TST,Los_Angeles,AGR,Endowment,1624,2015,Landscape Architecture,1573,CA
TST,Los_Angeles,NAT,Endowment,934,2015,Biochemistry and Molecular Biology,3110,CA
FCE,Louisville,SOC,Endowment,6812,2015,Urban and Regional Planning,1577,KY
NAT,Louisville,ART,Scholarship,7420,2015,English,3226,KY
NAT,Louisville,ART,Scholarship,8880,2015,Humanities-Prelaw,3048,KY
NAT,Louisville,COM,Scholarship,8976,2015,Media and Information,2755,KY
ART,Madison,POL,Scholarship,6479,2015,Social Relations and Policy,1505,WI
DIV,Madison,SOC,Endowment,175,2015,Psychology,1507,WI
ENG,Madison,ENG,Scholarship,1778,2015,Mechanical Engineering,1594,WI
NAT,Madison,SOC,Scholarship,175,2015,Psychology,1507,WI
PAR,Madison,POL,Campus_Resource,6479,2015,Social Relations and Policy,1505,WI
ANN,Manchester,ART,Endowment,5988,2015,Arts & Letters-General,1527,NH
ART,Manchester,ART,Scholarship,5988,2015,Arts & Letters-General,1527,NH
PAR,Manchester,SOC,Campus_Resource,3351,2015,Interdisciplinary Studies in Social Science - Social Science Education,2212,NH
TST,Manchester,ART,Endowment,6405,2015,Philosophy,1334,NH
ANN,Memphis,ART,Endowment,218,2015,Chinese,2226,TN
ANN,Memphis,NAT,Endowment,1433,2015,Astrophysics,1611,TN
ART,Memphis,EDU,Scholarship,12925,2015,Special Education-Learning Disabilities,3064,TN
ART,Memphis,POL,Scholarship,8665,2015,Social Relations and Policy,1589,TN
DIV,Memphis,AGR,Endowment,13324,2015,Environmental Studies and Agriscience,3109,TN
DIV,Memphis,ART,Endowment,9153,2015,Russian,2150,TN
DIV,Memphis,SOC,Endowment,7944,2015,Psychology,1542,TN
DIV,Memphis,SOC,Endowment,4804,2015,Public Policy,2232,TN
FCE,Memphis,ART,Endowment,3354,2015,Global Studies in the Arts and Humanities,2630,TN
RCR,Memphis,ART,Campus_Resource,6073,2015,Arabic,2192,TN
RCR,Memphis,NAT,Campus_Resource,41,2015,Chemistry,2156,TN
TST,Memphis,AGR,Endowment,1440,2015,Environmental Studies and Agriscience,2209,TN
TST,Memphis,SOC,Endowment,7944,2015,Psychology,1542,TN
ANN,Mesa,POL,Endowment,6182,2015,Social Relations and Policy,1512,AZ
ATH,Mesa,MUS,Campus_Resource,833,2015,Music,2779,AZ
ATH,Mesa,POL,Campus_Resource,6182,2015,Social Relations and Policy,1512,AZ
MSM,Mesa,AGR,Campus_Resource,9400,2015,Natural Resource Recreation and Tourism,3125,AZ
TST,Mesa,SOC,Endowment,4065,2015,Interdisciplinary Studies in Social Science,3240,AZ
AGR,Miami,SOC,Scholarship,5947,2015,Urban and Regional Planning,2194,FL
ART,Miami,ART,Scholarship,5494,2015,English,1580,FL
BIZ,Miami,ART,Scholarship,5107,2015,Interdisciplinary Humanities,2158,FL
DIV,Miami,BIZ,Endowment,3964,2015,Marketing,3245,FL
DIV,Miami,BIZ,Endowment,12207,2015,Marketing,3298,FL
LIB,Miami,SOC,Campus_Resource,7362,2015,Sociology,1569,FL
MSF,Miami,AGR,Scholarship,10473,2015,Construction Management,3108,FL
NAT,Miami,NUR,Scholarship,303,2015,Summer Research Program,2206,FL
TST,Miami,SOC,Endowment,7362,2015,Sociology,1569,FL
FCE,Milwaukee,ENG,Endowment,4319,2015,Computer Engineering,3313,WI
FCE,Milwaukee,NAT,Endowment,12909,2015,Geological Sciences,3079,WI
MSF,Milwaukee,AGR,Scholarship,6482,2015,Nutritional Sciences,3025,WI
FCE,Minneapolis,AGR,Endowment,9463,2015,Interior Design,3242,MN
ANN,Mobile,NAT,Endowment,4743,2015,Mathematics,1600,AL
ATH,Mobile,BIZ,Campus_Resource,8426,2015,Marketing,1558,AL
MSF,Mobile,ART,Scholarship,1438,2015,Arabic,2181,AL
NAT,Mobile,BIZ,Scholarship,8426,2015,Marketing,1558,AL
ATH,Naperville,ART,Campus_Resource,12318,2015,Apparel and Textile Design,3032,IL
FCE,Naperville,COM,Endowment,14852,2015,Journalism,3281,IL
MSM,Naperville,NAT,Campus_Resource,7275,2015,Predental,2777,IL
TST,Naperville,BIZ,Endowment,9830,2015,Human Resource Management,3023,IL
TST,Naperville,NAT,Endowment,8670,2015,Genomics & Molecular Genetics,3249,IL
ANN,Nashville,BIZ,Endowment,11431,2015,Supply Chain Management,3099,TN
DIV,Nashville,NAT,Endowment,4877,2015,Plant Biology,2184,TN
ISF,Nashville,EDU,Scholarship,6378,2015,Education,1579,TN
NAT,Nashville,AGR,Scholarship,4648,2015,Agriculture and Natural Resources-No Preference,1320,TN
NAT,Nashville,SOC,Scholarship,4134,2015,Interdisciplinary Studies in Social Science - Social Science Education,3148,TN
ANN,New_Haven,NUR,Endowment,14943,2015,Summer Research Program,3112,CT
RCR,New_Haven,ART,Campus_Resource,2502,2015,Apparel and Textile Design,2737,CT
AGR,New_Orleans,BIZ,Scholarship,7610,2015,General Management,1536,LA
ART,New_Orleans,NAT,Scholarship,2529,2015,Environmental Biology/Microbiology,2223,LA
ART,New_Orleans,SOC,Scholarship,5890,2015,Interdisciplinary Studies in Social Science,3063,LA
DIV,New_Orleans,SOC,Endowment,9220,2015,Human Development and Family Studies,2751,LA
FCE,New_Orleans,BIZ,Endowment,7610,2015,General Management,1536,LA
PAR,New_Orleans,NAT,Campus_Resource,7480,2015,Geological Sciences,2172,LA
ANN,New_York,BIZ,Endowment,4065,2015,General Management,1502,NY
ANN,New_York,NAT,Endowment,4037,2015,Biochemistry and Molecular Biology,3080,NY
ART,New_York,ART,Scholarship,13617,2015,Apparel and Textiles,3182,NY
ATH,New_York,NAT,Campus_Resource,1290,2015,Environmental Biology/Microbiology,2186,NY
BIZ,New_York,NAT,Scholarship,6481,2015,Human Biology,2197,NY
DIV,New_York,COM,Endowment,9,2015,Media and Information,2161,NY
DIV,New_York,NAT,Endowment,4466,2015,Earth Science Interdepartmental,3316,NY
DIV,New_York,SOC,Endowment,260,2015,Social Work,3117,NY
ENG,New_York,NAT,Scholarship,3255,2015,Preoptometry,3271,NY
ENG,New_York,NAT,Scholarship,5498,2015,Biochemistry and Molecular Biology,3068,NY
FCE,New_York,AGR,Endowment,4672,2015,Environmental Studies and Agriscience,3231,NY
FCE,New_York,ART,Endowment,127,2015,Apparel and Textiles,3307,NY
FCE,New_York,BIZ,Endowment,4065,2015,General Management,1502,NY
ISF,New_York,NAT,Scholarship,8006,2015,Earth Science Interdepartmental,1523,NY
LIB,New_York,NAT,Campus_Resource,7343,2015,Zoology,2778,NY
LIB,New_York,NAT,Campus_Resource,8006,2015,Earth Science Interdepartmental,1523,NY
MSF,New_York,EDU,Scholarship,6283,2015,Kinesiology,2163,NY
MSM,New_York,SOC,Campus_Resource,7197,2015,History Education,3107,NY
PAR,New_York,EDU,Campus_Resource,13484,2015,Education,3075,NY
RCR,New_York,ART,Campus_Resource,1278,2015,Professional Writing,2618,NY
TST,New_York,AGR,Endowment,3270,2015,Food Science,3050,NY
TST,New_York,NAT,Endowment,9613,2015,Biological Science Interdepartmental,3218,NY
HON,North_Las_Vegas,SOC,Campus_Resource,15489,2015,Interdisciplinary Studies in Social Science,3129,NV
RCR,North_Las_Vegas,NAT,Campus_Resource,307,2015,Biochemistry and Molecular Biology/Biotechnology,2765,NV
ANN,Oklahoma_City,ART,Endowment,3281,2015,Studio Art,1628,OK
ART,Oklahoma_City,ART,Scholarship,3752,2015,Apparel and Textile Design,3254,OK
ART,Oklahoma_City,ENG,Scholarship,5885,2015,Materials Science and Engineering,3309,OK
HON,Oklahoma_City,NAT,Campus_Resource,3349,2015,Earth Science Interdepartmental,1498,OK
ISF,Oklahoma_City,ART,Scholarship,6632,2015,Women's and Gender Studies,3147,OK
MSM,Oklahoma_City,MUS,Campus_Resource,13339,2015,Composition,3066,OK
NAT,Oklahoma_City,AGR,Scholarship,12675,2015,Natural Resource Recreation and Tourism,3039,OK
NAT,Oklahoma_City,NAT,Scholarship,10598,2015,Neuroscience,3116,OK
AGR,Omaha,NAT,Scholarship,2209,2015,Geological Sciences,3222,NE
ISF,Omaha,ART,Scholarship,10774,2015,Spanish,3285,NE
AGR,Orlando,AGR,Scholarship,13280,2015,Animal Science,3171,FL
AGR,Orlando,ENG,Scholarship,3677,2015,Engineering-No Major,1571,FL
AGR,Orlando,ENG,Scholarship,3677,2015,Engineering-No Major,1571,FL
ANN,Orlando,ART,Endowment,3459,2015,English,3239,FL
ANN,Orlando,NAT,Endowment,11421,2015,Environmental Biology/Plant Biol,3212,FL
ATH,Orlando,NAT,Campus_Resource,3606,2015,Plant Biology,3193,FL
FCE,Orlando,BIZ,Endowment,8323,2015,Finance,1549,FL
FCE,Orlando,SOC,Endowment,8886,2015,Public Policy,2202,FL
HON,Orlando,NUR,Campus_Resource,1606,2015,Summer Research Program,2152,FL
MSF,Orlando,SOC,Scholarship,13473,2015,Interdisciplinary Studies in Social Science,3297,FL
NUR,Orlando,BIZ,Scholarship,8323,2015,Finance,1549,FL
TST,Orlando,MUS,Endowment,7385,2015,Composition,3185,FL
TST,Orlando,NAT,Endowment,9202,2015,Neuroscience,2774,FL
ART,Overland_Park,VET,Scholarship,1848,2015,Preveterinary,1567,KS
ISF,Overland_Park,VET,Scholarship,1848,2015,Preveterinary,1567,KS
NAT,Overland_Park,AGR,Scholarship,7275,2015,Environmental Studies and Agriscience,3165,KS
TST,Overland_Park,NAT,Endowment,4571,2015,Mathematics,2763,KS
ISF,Paterson,NAT,Scholarship,8893,2015,Zoology,2622,NJ
TST,Paterson,SOC,Endowment,4383,2015,Interdisciplinary Studies in Social Science,3069,NJ
ANN,Philadelphia,NAT,Endowment,412,2015,Computational Mathematics,3220,PA
ART,Philadelphia,ENG,Scholarship,4111,2015,Materials Science and Engineering,3255,PA
ATH,Philadelphia,SOC,Campus_Resource,9462,2015,Criminal Justice,1618,PA
BIZ,Philadelphia,ART,Scholarship,4994,2015,Experience Architecture,1332,PA
FCE,Philadelphia,NAT,Endowment,5130,2015,Environmental Biology/Plant Biol,2142,PA
PAR,Philadelphia,ART,Campus_Resource,2800,2015,Arts & Letters-General,3304,PA
TST,Philadelphia,ENG,Endowment,3361,2015,Computer Science,2780,PA
AGR,Phoenix,AGR,Scholarship,167,2015,Landscape Architecture,1546,AZ
AGR,Phoenix,ART,Scholarship,960,2015,Philosophy,1574,AZ
AGR,Phoenix,ART,Scholarship,960,2015,Philosophy,1574,AZ
ALM,Phoenix,ART,Campus_Resource,7795,2015,Arabic,3106,AZ
ANN,Phoenix,AGR,Endowment,8465,2015,Entomology,3190,AZ
ANN,Phoenix,MUS,Endowment,8910,2015,Music Performance,2199,AZ
ANN,Phoenix,NAT,Endowment,243,2015,Plant Biology,1524,AZ
ANN,Phoenix,POL,Endowment,41,2015,Social Relations and Policy,1496,AZ
ART,Phoenix,SOC,Scholarship,1467,2015,Political Science,3180,AZ
ATH,Phoenix,ART,Campus_Resource,12022,2015,French,3284,AZ
ATH,Phoenix,ENG,Campus_Resource,11182,2015,Computer Science,3164,AZ
ATH,Phoenix,MUS,Campus_Resource,5040,2015,Composition,1614,AZ
DIV,Phoenix,NAT,Endowment,862,2015,Biochemistry and Molecular Biology/Biotechnology,1326,AZ
DIV,Phoenix,NAT,Endowment,5144,2015,Microbiology,2210,AZ
DIV,Phoenix,NAT,Endowment,243,2015,Plant Biology,1524,AZ
DIV,Phoenix,SOC,Endowment,14168,2015,Urban and Regional Planning,3049,AZ
EDU,Phoenix,NAT,Scholarship,2467,2015,Human Biology,3121,AZ
FCE,Phoenix,ART,Endowment,6365,2015,Interdisciplinary Humanities,3163,AZ
MSM,Phoenix,BIZ,Campus_Resource,2679,2015,Finance,1576,AZ
NAT,Phoenix,AGR,Scholarship,167,2015,Landscape Architecture,1546,AZ
NAT,Phoenix,ART,Scholarship,7821,2015,Interdisciplinary Humanities,1545,AZ
NAT,Phoenix,ART,Scholarship,3721,2015,Theatre,2222,AZ
PAR,Phoenix,NAT,Campus_Resource,4240,2015,Neuroscience,1627,AZ
PAR,Phoenix,NAT,Campus_Resource,7814,2015,Environmental Biology/Plant Biol,3250,AZ
TST,Phoenix,ART,Endowment,10275,2015,French,3235,AZ
TST,Phoenix,COM,Endowment,11573,2015,Media and Information,3159,AZ
TST,Phoenix,NAT,Endowment,6486,2015,Environmental Biology/Zoology,3211,AZ
TST,Phoenix,NAT,Endowment,5859,2015,Biological Science Interdepartmental,3074,AZ
TST,Phoenix,NAT,Endowment,7661,2015,Physical Science Interdepartmental,3143,AZ
DIV,Pittsburgh,SOC,Endowment,2162,2015,History Education,2220,PA
RCR,Pittsburgh,NAT,Campus_Resource,43,2015,Environmental Biology/Zoology,3232,PA
RCR,Pittsburgh,SOC,Campus_Resource,11176,2015,Geographic Information Science,3132,PA
ANN,Portland,ART,Endowment,9630,2015,Humanities-Prelaw,2173,OR
BIZ,Portland,COM,Scholarship,4269,2015,Media and Information,2759,OR
MSM,Portland,NAT,Campus_Resource,1395,2015,Biomedical Laboratory Science,3119,OR
TST,Portland,COM,Endowment,8641,2015,Journalism,2221,OR
ART,Providence,NAT,Scholarship,2229,2015,Genomics & Molecular Genetics,2225,RI
ART,Providence,SOC,Scholarship,9128,2015,Interdisciplinary Studies in Social Science - Social Science Education,3273,RI
DIV,Providence,AGR,Endowment,15293,2015,Entomology,3238,RI
MSM,Providence,ART,Campus_Resource,2773,2015,Arts & Letters-General,1389,RI
MSM,Providence,NAT,Campus_Resource,9025,2015,Environmental Biology/Microbiology,2149,RI
TST,Providence,SOC,Endowment,10235,2015,History Education,3314,RI
ANN,Provo,SOC,Endowment,3478,2015,Public Policy,1522,UT
ART,Provo,NAT,Scholarship,8998,2015,Genomics & Molecular Genetics,2744,UT
ATH,Provo,SOC,Campus_Resource,3478,2015,Public Policy,1522,UT
ISF,Provo,AGR,Scholarship,9635,2015,Interior Design,3120,UT
NAT,Provo,SOC,Scholarship,1132,2015,Geography,2761,UT
ALM,Raleigh,NAT,Campus_Resource,7856,2015,Astrophysics,2224,NC
DIV,Raleigh,ART,Endowment,9598,2015,Apparel and Textile Design,2183,NC
DIV,Raleigh,EDU,Endowment,83,2015,Kinesiology,1543,NC
HON,Raleigh,EDU,Campus_Resource,83,2015,Kinesiology,1543,NC
PAR,Raleigh,MUS,Campus_Resource,1941,2015,Music Performance,1322,NC
PAR,Raleigh,NAT,Campus_Resource,15252,2015,Human Biology,3046,NC
LIB,Reno,SOC,Campus_Resource,7392,2015,Sociology,3241,NV
